message_id,sender_actor,receiver_actor,timestamp,chat_group,message_text,contains_slang,linked_route
MSG-58A40B31,ACT-157A0D7D,ACT-DUP-0002,2026-07-13 05:44:50,NET_CHANNEL_4,Delivery confirmed. Well central parent sit.,False,
MSG-8F099F74,ACT-EA441661,ACT-45C722DA,2026-07-14 03:29:34,NET_CHANNEL_3,"Waiting for the ivory tea handover, be patient.",True,RTE-5A7B190F
MSG-1F7069B6,ACT-9150A102,ACT-0BE618C7,2026-07-22 22:58:41,NET_CHANNEL_4,The brown parcel passed through without issues.,True,RTE-4424DBF1
MSG-123E0BB1,ACT-5535B8FF,ACT-2DA4F2E3,2026-07-23 20:25:51,LOGISTICS_GRP_H,Call me when you land. Yes heart agreement us stuff practice.,False,
MSG-4159F608,ACT-9150A102,ACT-157A0D7D,2026-07-25 23:52:38,NET_CHANNEL_4,Use the secondary channel. What no prove improve them wait institution trouble.,False,
MSG-F264AC7D,ACT-480A6546,ACT-DUP-0001,2026-08-06 01:42:12,NET_CHANNEL_2,Delivery confirmed. Medical project for recent never.,False,
MSG-671BE0BF,ACT-F513E9F2,ACT-2F205955,2026-08-06 10:30:21,LOGISTICS_GRP_B,Confirm the meeting time. Building court build movie several.,False,
MSG-822540E0,ACT-EA441661,ACT-516B220E,2026-08-07 22:01:39,NET_CHANNEL_3,How many jungle fruit units are we moving this week?,True,RTE-5B12885C
MSG-7CDA14A1,ACT-239810D5,ACT-DUP-0009,2026-08-08 18:52:15,LOGISTICS_GRP_E,"Payment received, proceed. Course school everybody operation.",False,
MSG-D005A744,ACT-BF767554,ACT-1D992B5E,2026-08-11 18:19:20,LOGISTICS_GRP_H,Documents are ready. Image street fight decision size.,False,
MSG-6E2EC523,ACT-6890BAC6,ACT-CAA8911E,2026-08-13 02:26:40,LOGISTICS_GRP_H,Send the updated manifest. Window hour some fund.,False,
MSG-19586F98,ACT-DUP-0004,ACT-A9F1176D,2026-08-14 06:11:37,NET_CHANNEL_5,The grey stone passed through without issues.,True,RTE-BFA90C2B
MSG-9CF8E92C,ACT-DUP-0004,ACT-6890BAC6,2026-08-17 12:47:18,NET_CHANNEL_5,Port clearance obtained. College result major true my politics.,False,
MSG-3022AE4B,ACT-A19B3B13,ACT-DUP-0001,2026-08-20 04:48:08,NET_CHANNEL_2,"Extra brown parcel available, contact me privately.",True,RTE-05837773
MSG-C3148A11,ACT-6F081E40,ACT-DUP-0007,2026-08-27 20:13:30,NET_CHANNEL_5,"Waiting for the after rain handover, be patient.",True,RTE-D37D6F20
MSG-C33B663C,ACT-C48421F9,ACT-DB3AAE2B,2026-09-01 11:37:35,LOGISTICS_GRP_F,"Payment received, proceed. Here first responsibility service their along attention.",False,
MSG-A784FFF1,ACT-6C6CC66E,ACT-8F24BB27,2026-09-02 13:23:22,LOGISTICS_GRP_E,Customs officer confirmed. Member town glass road standard spring door.,False,
MSG-8B8FF204,ACT-BEF7869A,ACT-76F7BDE8,2026-09-02 14:39:13,LOGISTICS_GRP_D,The weather looks good today. Past medical leg never.,False,
MSG-E7B6B5EF,ACT-DUP-0003,ACT-0BE618C7,2026-09-03 02:50:13,LOGISTICS_GRP_C,Do not contact me on this number again. Key issue statement prepare organization feel.,False,
MSG-5A51AEE4,ACT-DUP-0008,ACT-8D60BEB9,2026-09-03 03:22:11,LOGISTICS_GRP_C,Wait for my signal. Energy employee land you.,False,
MSG-FDA9E1C2,ACT-DUP-0004,ACT-6F081E40,2026-09-04 14:00:23,NET_CHANNEL_5,How many night delivery units are we moving this week?,True,RTE-9EC78713
MSG-CC043F1B,ACT-BA821236,ACT-898A30A1,2026-09-05 21:55:52,LOGISTICS_GRP_H,Port clearance obtained. Drive attack order.,False,
MSG-066E6CDE,ACT-DUP-0007,ACT-6F081E40,2026-09-06 15:06:28,NET_CHANNEL_5,The contact has been verified. Really relationship ask imagine my indeed.,False,
MSG-812A2554,ACT-A7290540,ACT-5535B8FF,2026-09-09 01:55:24,NET_CHANNEL_1,Use the secondary channel. From management foot maintain great election.,False,
MSG-51B504D5,ACT-9150A102,ACT-157A0D7D,2026-09-17 23:37:06,NET_CHANNEL_4,Coordinates sent separately. Heavy what least mouth national put test.,False,
MSG-F9097EEF,ACT-157A0D7D,ACT-DUP-0002,2026-09-18 02:20:04,NET_CHANNEL_4,Use the secondary channel. Gun series personal service data near until.,False,
MSG-4E0A36A8,ACT-DD3ED62E,ACT-EA441661,2026-09-19 07:27:48,NET_CHANNEL_3,The after rain deal closes after rain.,True,RTE-C3C4BB2E
MSG-FA3608AA,ACT-A19B3B13,ACT-2F205955,2026-09-19 08:24:49,NET_CHANNEL_2,Do not contact me on this number again. Magazine kind event sense box involve.,False,
MSG-926BC413,ACT-45C722DA,ACT-DD3ED62E,2026-09-22 01:37:44,NET_CHANNEL_3,Customs officer confirmed. Television office of remember.,False,
MSG-FAA08EA2,ACT-A19B3B13,ACT-5BCEA423,2026-09-24 16:33:02,NET_CHANNEL_2,"Waiting for the jungle fruit handover, be patient.",True,RTE-C146AD8A
MSG-7D2152AC,ACT-DUP-0004,ACT-6F081E40,2026-09-24 17:13:45,NET_CHANNEL_5,The blue bird is ready for pickup at the usual spot.,True,RTE-83C30583
MSG-12043CBB,ACT-DUP-0004,ACT-6890BAC6,2026-09-27 21:00:52,NET_CHANNEL_5,Confirm the meeting time. School sure also TV individual study value.,False,
MSG-D249FD11,ACT-157A0D7D,ACT-EBD0B65D,2026-09-28 22:56:13,NET_CHANNEL_4,Confirm brown parcel delivery before sunrise.,True,RTE-837DA83F
MSG-1EFB8A2C,ACT-9150A102,ACT-0BE618C7,2026-09-29 23:39:34,NET_CHANNEL_4,How many grey stone units are we moving this week?,True,RTE-FB4EE4BA
MSG-EA22509C,ACT-6C6CC66E,ACT-F702EB53,2026-10-01 23:00:07,LOGISTICS_GRP_C,Confirm the meeting time. Within citizen present thing little practice sense.,False,
MSG-D3F0739A,ACT-EA441661,ACT-DD3ED62E,2026-10-02 11:00:12,NET_CHANNEL_3,Send the updated manifest. Analysis situation term miss leader who article look.,False,
MSG-A6662E96,ACT-480A6546,ACT-5BCEA423,2026-10-03 07:27:27,NET_CHANNEL_2,Call me when you land. She miss phone ever back.,False,
MSG-1B34BF37,ACT-EBD0B65D,ACT-0BE618C7,2026-10-05 05:54:19,NET_CHANNEL_4,Customs officer confirmed. Citizen kid generation onto police interesting economic.,False,
MSG-A95E5FAA,ACT-866A9666,ACT-DUP-0007,2026-10-12 16:36:22,LOGISTICS_GRP_G,When does the shipment arrive? Wear current after.,False,
MSG-65D7C9BF,ACT-2F205955,ACT-DUP-0001,2026-10-20 23:06:12,NET_CHANNEL_2,How many river crossing units are we moving this week?,True,RTE-4B8AC9E4
MSG-A80F604E,ACT-0BE618C7,ACT-DUP-0002,2026-10-21 22:42:39,NET_CHANNEL_4,Truck is loaded. Base civil last message store.,False,
MSG-B65FC2C2,ACT-9150A102,ACT-DUP-0002,2026-10-23 07:27:42,NET_CHANNEL_4,The ivory tea passed through without issues.,True,RTE-4B8AC9E4
MSG-E8573295,ACT-5535B8FF,ACT-BEF7869A,2026-10-23 22:52:16,LOGISTICS_GRP_E,Truck is loaded. Soldier meeting building cut.,False,
MSG-B40A2A24,ACT-5535B8FF,ACT-95A4317F,2026-11-03 01:25:33,NET_CHANNEL_1,When does the shipment arrive? Increase how hear.,False,
MSG-4F162A75,ACT-B62E0FB9,ACT-C246476B,2026-11-07 00:43:41,LOGISTICS_GRP_C,Confirm the meeting time. Be easy newspaper indicate other.,False,
MSG-E6A67643,ACT-9FA63766,ACT-FDE9DAFE,2026-11-07 17:48:15,LOGISTICS_GRP_E,The contact has been verified. Case expert stop receive.,False,
MSG-91856C20,ACT-A9F1176D,ACT-DUP-0007,2026-11-09 05:34:50,NET_CHANNEL_5,Coordinates sent separately. Include data maybe particularly.,False,
MSG-D1ED1C81,ACT-DUP-0007,ACT-DUP-0004,2026-11-11 22:41:05,NET_CHANNEL_5,"Payment received, proceed. Question return process stuff pick.",False,
MSG-BD08DB18,ACT-EBD0B65D,ACT-9150A102,2026-11-19 08:34:24,NET_CHANNEL_4,Coordinates sent separately. Front they everything week instead strong.,False,
MSG-0C5AC1AE,ACT-480A6546,ACT-A19B3B13,2026-11-28 16:07:40,NET_CHANNEL_2,"Extra forest gift available, contact me privately.",True,RTE-EFEFC83E
MSG-919B2521,ACT-7353F8D0,ACT-A7290540,2026-11-29 14:10:05,LOGISTICS_GRP_H,"Payment received, proceed. Really tough animal someone.",False,
MSG-FDC64BA6,ACT-0BE618C7,ACT-157A0D7D,2026-11-30 11:44:19,NET_CHANNEL_4,Customs officer confirmed. Box assume man officer rather charge specific.,False,
MSG-66FB08AD,ACT-525CFB31,ACT-7353F8D0,2026-11-30 19:11:38,LOGISTICS_GRP_A,The contact has been verified. Painting may whatever late specific study.,False,
MSG-52BE8C9D,ACT-EA441661,ACT-8F24BB27,2026-12-02 23:48:24,LOGISTICS_GRP_F,Use the secondary channel. Pretty section degree still even no.,False,
MSG-ABB0DF4C,ACT-EA441661,ACT-DC4BFFE4,2026-12-08 15:36:14,NET_CHANNEL_3,Client confirmed. ivory tea route is clear.,True,RTE-05837773
MSG-8C15177C,ACT-1D7B2448,ACT-0270A250,2026-12-08 22:30:29,LOGISTICS_GRP_F,Everything is on schedule. Dark Mr clearly take kind quite response.,False,
MSG-F2CBF0D5,ACT-EA441661,ACT-DC4BFFE4,2026-12-09 03:34:00,NET_CHANNEL_3,Documents are ready. Worker left example high month whom stage.,False,
MSG-CBD3B10A,ACT-DUP-0007,ACT-A9F1176D,2026-12-11 12:59:22,NET_CHANNEL_5,Wait for my signal. Position make society behavior develop reality fill.,False,
MSG-8C8C76B9,ACT-1DF99FFB,ACT-A19B3B13,2026-12-12 13:47:27,LOGISTICS_GRP_C,Delivery confirmed. Share include successful.,False,
MSG-FFF0657C,ACT-0BE618C7,ACT-DUP-0002,2026-12-12 18:52:18,NET_CHANNEL_4,We need to move faster. Occur do simply analysis seat.,False,
MSG-DCE400FE,ACT-45C722DA,ACT-DC4BFFE4,2026-12-12 23:27:55,NET_CHANNEL_3,Wait for my signal. Large under north play person ten physical character.,False,
MSG-066C2169,ACT-A3B509D1,ACT-A7290540,2026-12-14 04:25:37,NET_CHANNEL_1,The jungle fruit deal closes after rain.,True,RTE-5CFE009F
MSG-F150BFB4,ACT-A19B3B13,ACT-480A6546,2026-12-15 23:18:40,LOGISTICS_GRP_G,When does the shipment arrive? Allow produce past view.,False,
MSG-01AEF244,ACT-D4295B58,ACT-F20CA79B,2026-12-17 03:12:45,LOGISTICS_GRP_B,Customs officer confirmed. Democrat good anything manager think.,False,
MSG-29F176A6,ACT-DUP-0002,ACT-EB994163,2026-12-20 12:16:52,LOGISTICS_GRP_D,Be at the location by midnight. Model guess well name.,False,
MSG-55FB77AC,ACT-451B57E0,ACT-3FD962A7,2026-12-25 10:14:24,LOGISTICS_GRP_C,Wait for my signal. Draw list boy way.,False,
MSG-2A8F67BC,ACT-45C722DA,ACT-516B220E,2026-12-30 04:12:32,NET_CHANNEL_3,"Extra after rain available, contact me privately.",True,RTE-C146AD8A
